Šifra,Oznaka,Naziv dijagnoze,Latinski naziv dijagnoze
11493,W866,Izlaganje drugim označenim električnim strujama -prostori za obavljanje industri,Izlaganje drugim označenim električnim strujama -prostori za obavljanje industri
11494,W867,Izlaganje drugim označenim električnim strujama -farma,Izlaganje drugim označenim električnim strujama -farma
11495,W868,Izlaganje drugim označenim električnim strujama -ostala specifična mesta,Izlaganje drugim označenim električnim strujama -ostala specifična mesta
11496,W869,Izlaganje drugim označenim električnim strujama -neoznačena mesta,Izlaganje drugim označenim električnim strujama -neoznačena mesta
11497,W87,Izlaganje neoznačenim električnim strujama,Izlaganje neoznačenim električnim strujama
11498,W870,Izlaganje neoznačenim električnim strujama -kuća,Izlaganje neoznačenim električnim strujama -kuća
11499,W871,Izlaganje neoznačenim električnim strujama -institucija kao prebivalište,Izlaganje neoznačenim električnim strujama -institucija kao prebivalište
11500,W872,"Izlaganje neoznačenim električnim strujama -škola, druge institucije i javna adm","Izlaganje neoznačenim električnim strujama -škola, druge institucije i javna adm"
11501,W873,Izlaganje neoznačenim električnim strujama -mesta za sport i atletiku,Izlaganje neoznačenim električnim strujama -mesta za sport i atletiku
11502,W874,Izlaganje neoznačenim električnim strujama -ulica i autoput,Izlaganje neoznačenim električnim strujama -ulica i autoput
11503,W875,Izlaganje neoznačenim električnim strujama -mesta za obavljanje trgovine i usluž,Izlaganje neoznačenim električnim strujama -mesta za obavljanje trgovine i usluž
11504,W876,Izlaganje neoznačenim električnim strujama -prostori za obavljanje industrijske,Izlaganje neoznačenim električnim strujama -prostori za obavljanje industrijske
11505,W877,Izlaganje neoznačenim električnim strujama -farma,Izlaganje neoznačenim električnim strujama -farma
11506,W878,Izlaganje neoznačenim električnim strujama -ostala specifična mesta,Izlaganje neoznačenim električnim strujama -ostala specifična mesta
11507,W879,Izlaganje neoznačenim električnim strujama -neoznačena mesta,Izlaganje neoznačenim električnim strujama -neoznačena mesta
11508,W88,Izlaganje jonizujućem zračenju,Izlaganje jonizujućem zračenju
11509,W880,Izlaganje jonizujućem zračenju -kuća,Izlaganje jonizujućem zračenju -kuća
11510,W881,Izlaganje jonizujućem zračenju -institucija kao prebivalište,Izlaganje jonizujućem zračenju -institucija kao prebivalište
11511,W882,"Izlaganje jonizujućem zračenju -škola, druge institucije i javna administrativna","Izlaganje jonizujućem zračenju -škola, druge institucije i javna administrativna"
11512,W883,Izlaganje jonizujućem zračenju -mesta za sport i atletiku,Izlaganje jonizujućem zračenju -mesta za sport i atletiku
11513,W884,Izlaganje jonizujućem zračenju -ulica i autoput,Izlaganje jonizujućem zračenju -ulica i autoput
11514,W885,Izlaganje jonizujućem zračenju -mesta za obavljanje trgovine i uslužnih delatnos,Izlaganje jonizujućem zračenju -mesta za obavljanje trgovine i uslužnih delatnos
11515,W886,Izlaganje jonizujućem zračenju -prostori za obavljanje industrijske i građevinsk,Izlaganje jonizujućem zračenju -prostori za obavljanje industrijske i građevinsk
11516,W887,Izlaganje jonizujućem zračenju -farma,Izlaganje jonizujućem zračenju -farma
11517,W888,Izlaganje jonizujućem zračenju -ostala specifična mesta,Izlaganje jonizujućem zračenju -ostala specifična mesta
11518,W889,Izlaganje jonizujućem zračenju -neoznačena mesta,Izlaganje jonizujućem zračenju -neoznačena mesta
11519,W89,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju
11520,W890,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju - kuća,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju - kuća
11521,W891,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -institucija kao prebi,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -institucija kao prebi
11522,W892,"Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -škola, druge instituc","Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -škola, druge instituc"
11523,W893,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -mesta za sport i atle,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -mesta za sport i atle
11524,W894,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -ulica i autoput,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -ulica i autoput
11525,W895,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -mesta za obavljanje t,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -mesta za obavljanje t
11526,W896,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -prostori za obavljanj,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -prostori za obavljanj
11527,W897,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju - farma,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju - farma
11528,W898,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -ostala specifična mes,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -ostala specifična mes
11529,W899,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -neoznačena mesta,Izlaganje za čoveka vidljivom i ultraljubičastom zračenju -neoznačena mesta
11530,W90,Izlaganje drugom nejonizujućem zračenju,Izlaganje drugom nejonizujućem zračenju
11531,W900,Izlaganje drugom nejonizujućem zračenju-kuća,Izlaganje drugom nejonizujućem zračenju-kuća
11532,W901,Izlaganje drugom nejonizujućem zračenju-institucija kao prebivalište,Izlaganje drugom nejonizujućem zračenju-institucija kao prebivalište
11533,W902,"Izlaganje drugom nejonizujućem zračenju-škola, druge institucije i javna adminis","Izlaganje drugom nejonizujućem zračenju-škola, druge institucije i javna adminis"
11534,W903,Izlaganje drugom nejonizujućem zračenju-mesta za sport i atletiku,Izlaganje drugom nejonizujućem zračenju-mesta za sport i atletiku
11535,W904,Izlaganje drugom nejonizujućem zračenju-ulica i autoput,Izlaganje drugom nejonizujućem zračenju-ulica i autoput
11536,W905,Izlaganje drugom nejonizujućem zračenju-mesta za obavljanje trgovine i uslužnih,Izlaganje drugom nejonizujućem zračenju-mesta za obavljanje trgovine i uslužnih
11537,W906,Izlaganje drugom nejonizujućem zračenju-prostori za obavljanje industrijske i gr,Izlaganje drugom nejonizujućem zračenju-prostori za obavljanje industrijske i gr
11538,W907,Izlaganje drugom nejonizujućem zračenju-farma,Izlaganje drugom nejonizujućem zračenju-farma
11539,W908,Izlaganje drugom nejonizujućem zračenju-ostala specifična mesta,Izlaganje drugom nejonizujućem zračenju-ostala specifična mesta
11540,W909,Izlaganje drugom nejonizujućem zračenju-neoznačena mesta,Izlaganje drugom nejonizujućem zračenju-neoznačena mesta
11541,W91,Izlaganje neoznačenom tipu zračenja,Izlaganje neoznačenom tipu zračenja
11542,W910,Izlaganje neoznačenom tipu zračenja -kuća,Izlaganje neoznačenom tipu zračenja -kuća
11543,W911,Izlaganje neoznačenom tipu zračenja -institucija kao prebivalište,Izlaganje neoznačenom tipu zračenja -institucija kao prebivalište
11544,W912,"Izlaganje neoznačenom tipu zračenja -škola, druge institucije i javna administra","Izlaganje neoznačenom tipu zračenja -škola, druge institucije i javna administra"
11545,W913,Izlaganje neoznačenom tipu zračenja -mesta za sport i atletiku,Izlaganje neoznačenom tipu zračenja -mesta za sport i atletiku
11546,W914,Izlaganje neoznačenom tipu zračenja -ulica i autoput,Izlaganje neoznačenom tipu zračenja -ulica i autoput
11547,W915,Izlaganje neoznačenom tipu zračenja -mesta za obavljanje trgovine i uslužnih del,Izlaganje neoznačenom tipu zračenja -mesta za obavljanje trgovine i uslužnih del
11548,W916,Izlaganje neoznačenom tipu zračenja -prostori za obavljanje industrijske i građe,Izlaganje neoznačenom tipu zračenja -prostori za obavljanje industrijske i građe
11549,W917,Izlaganje neoznačenom tipu zračenja -farma,Izlaganje neoznačenom tipu zračenja -farma
11550,W918,Izlaganje neoznačenom tipu zračenja -ostala specifična mesta,Izlaganje neoznačenom tipu zračenja -ostala specifična mesta
11551,W919,Izlaganje neoznačenom tipu zračenja -neoznačena mesta,Izlaganje neoznačenom tipu zračenja -neoznačena mesta
11552,W92,Izlaganje prekomernoj toploti koju je uzrokovao čovek,Izlaganje prekomernoj toploti koju je uzrokovao čovek
11553,W920,Izlaganje prekomernoj toploti koju je uzrokovao čovek-kuća,Izlaganje prekomernoj toploti koju je uzrokovao čovek-kuća
11554,W921,Izlaganje prekomernoj toploti koju je uzrokovao čovek-institucija kao prebivališ,Izlaganje prekomernoj toploti koju je uzrokovao čovek-institucija kao prebivališ
11555,W922,"Izlaganje prekomernoj toploti koju je uzrokovao čovek-škola, druge institucije i","Izlaganje prekomernoj toploti koju je uzrokovao čovek-škola, druge institucije i"
11556,W923,Izlaganje prekomernoj toploti koju je uzrokovao čovek-mesta za sport i atletiku,Izlaganje prekomernoj toploti koju je uzrokovao čovek-mesta za sport i atletiku
11557,W924,Izlaganje prekomernoj toploti koju je uzrokovao čovek-ulica i autoput,Izlaganje prekomernoj toploti koju je uzrokovao čovek-ulica i autoput
11558,W925,Izlaganje prekomernoj toploti koju je uzrokovao čovek-mesta za obavljanje trgovi,Izlaganje prekomernoj toploti koju je uzrokovao čovek-mesta za obavljanje trgovi
11559,W926,Izlaganje prekomernoj toploti koju je uzrokovao čovek-prostori za obavljanje ind,Izlaganje prekomernoj toploti koju je uzrokovao čovek-prostori za obavljanje ind
11560,W927,Izlaganje prekomernoj toploti koju je uzrokovao čovek-farma,Izlaganje prekomernoj toploti koju je uzrokovao čovek-farma
11561,W928,Izlaganje prekomernoj toploti koju je uzrokovao čovek-ostala specifična mesta,Izlaganje prekomernoj toploti koju je uzrokovao čovek-ostala specifična mesta
11562,W929,Izlaganje prekomernoj toploti koju je uzrokovao čovek-neoznačena mesta,Izlaganje prekomernoj toploti koju je uzrokovao čovek-neoznačena mesta
11563,W93,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek
11564,W930,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-kuća,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-kuća
11565,W931,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-institucija kao prebivali,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-institucija kao prebivali
11566,W932,"Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-škola, druge institucije","Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-škola, druge institucije"
11567,W933,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-mesta za sport i atletiku,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-mesta za sport i atletiku
11568,W934,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-ulica i autoput,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-ulica i autoput
11569,W935,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-mesta za obavljanje trgov,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-mesta za obavljanje trgov
11570,W936,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-prostori za obavljanje in,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-prostori za obavljanje in
11571,W937,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-farma,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-farma
11572,W938,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-ostala specifična mesta,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-ostala specifična mesta
11573,W939,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-neoznačena mesta,Izlaganje prekomernoj hladnoći koju je uzrokovao čovek-neoznačena mesta
11574,W94,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska
11575,W940,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-kuća,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-kuća
11576,W941,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-inst,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-inst
11577,W942,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-škol,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-škol
11578,W943,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-mest,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-mest
11579,W944,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-ulic,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-ulic
11580,W945,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-mest,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-mest
11581,W946,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-pros,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-pros
11582,W947,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-farm,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-farm
11583,W948,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-osta,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-osta
11584,W949,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-neoz,Izlaganje visokom i niskom vazdušnom pritisku i izmenama vazdušnog pritiska-neoz
11585,W99,Izlaganje drugim i neoznačenim faktorima okoline koje je uzrokovao čovek,Izlaganje drugim i neoznačenim faktorima okoline koje je uzrokovao čovek
11586,W990,Izlaganje drugim i neoznačenim faktorima okoline koje je uzrokovao čovek-kuća,Izlaganje drugim i neoznačenim faktorima okoline koje je uzrokovao čovek-kuća
11587,W991,Izlaganje drugim i neoznačenim faktorima okoline koje je uzrokovao čovek-institu,Izlaganje drugim i neoznačenim faktorima okoline koje je uzrokovao čovek-institu
11588,W992,"Izlaganje drugim i neoznačenim faktorima okoline koje je uzrokovao čovek-škola,","Izlaganje drugim i neoznačenim faktorima okoline koje je uzrokovao čovek-škola,"
11589,W993,Izlaganje drugim i neoznačenim faktorima okoline koje je uzrokovao čovek-mesta z,Izlaganje drugim i neoznačenim faktorima okoline koje je uzrokovao čovek-mesta z
11590,W994,Izlaganje drugim i neoznačenim faktorima okoline koje je uzrokovao čovek-ulica i,Izlaganje drugim i neoznačenim faktorima okoline koje je uzrokovao čovek-ulica i
11591,W995,Izlaganje drugim i neoznačenim faktorima okoline koje je uzrokovao čovek-mesta z,Izlaganje drugim i neoznačenim faktorima okoline koje je uzrokovao čovek-mesta z
